file_name,emotion,sentiment
03-01-07-02-01-02-02.wav,disgust,negative
03-01-07-02-02-01-02.wav,disgust,negative
03-01-07-02-02-02-02.wav,disgust,negative
03-01-08-01-01-01-02.wav,surprised,positive
03-01-08-01-01-02-02.wav,surprised,positive
03-01-08-01-02-01-02.wav,surprised,positive
03-01-08-01-02-02-02.wav,surprised,positive
03-01-08-02-01-01-02.wav,surprised,positive
03-01-08-02-01-02-02.wav,surprised,positive
03-01-08-02-02-01-02.wav,surprised,positive
03-01-08-02-02-02-02.wav,surprised,positive
03-01-01-01-01-01-03.wav,neutral,positive
03-01-01-01-01-02-03.wav,neutral,positive
03-01-01-01-02-01-03.wav,neutral,positive
03-01-01-01-02-02-03.wav,neutral,positive
03-01-02-01-01-01-03.wav,calm,positive
03-01-02-01-01-02-03.wav,calm,positive
03-01-02-01-02-01-03.wav,calm,positive
03-01-02-01-02-02-03.wav,calm,positive
03-01-02-02-01-01-03.wav,calm,positive
03-01-02-02-01-02-03.wav,calm,positive
03-01-02-02-02-01-03.wav,calm,positive
03-01-02-02-02-02-03.wav,calm,positive
03-01-03-01-01-01-03.wav,happy,positive
03-01-03-01-01-02-03.wav,happy,positive
03-01-03-01-02-01-03.wav,happy,positive
03-01-03-01-02-02-03.wav,happy,positive
03-01-03-02-01-01-03.wav,happy,positive
03-01-03-02-01-02-03.wav,happy,positive
03-01-03-02-02-01-03.wav,happy,positive
03-01-03-02-02-02-03.wav,happy,positive
03-01-04-01-01-01-03.wav,sad,negative
03-01-04-01-01-02-03.wav,sad,negative
03-01-04-01-02-01-03.wav,sad,negative
03-01-04-01-02-02-03.wav,sad,negative
03-01-04-02-01-01-03.wav,sad,negative
03-01-04-02-01-02-03.wav,sad,negative
03-01-04-02-02-01-03.wav,sad,negative
03-01-04-02-02-02-03.wav,sad,negative
03-01-05-01-01-01-03.wav,angry,negative
03-01-05-01-01-02-03.wav,angry,negative
03-01-05-01-02-01-03.wav,angry,negative
03-01-05-01-02-02-03.wav,angry,negative
03-01-05-02-01-01-03.wav,angry,negative
03-01-05-02-01-02-03.wav,angry,negative
03-01-05-02-02-01-03.wav,angry,negative
03-01-05-02-02-02-03.wav,angry,negative
03-01-06-01-01-01-03.wav,fearful,negative
03-01-06-01-01-02-03.wav,fearful,negative
03-01-06-01-02-01-03.wav,fearful,negative
03-01-06-01-02-02-03.wav,fearful,negative
03-01-06-02-01-01-03.wav,fearful,negative
03-01-06-02-01-02-03.wav,fearful,negative
03-01-06-02-02-01-03.wav,fearful,negative
03-01-06-02-02-02-03.wav,fearful,negative
03-01-07-01-01-01-03.wav,disgust,negative
03-01-07-01-01-02-03.wav,disgust,negative
03-01-07-01-02-01-03.wav,disgust,negative
03-01-07-01-02-02-03.wav,disgust,negative
03-01-07-02-01-01-03.wav,disgust,negative
03-01-07-02-01-02-03.wav,disgust,negative
03-01-07-02-02-01-03.wav,disgust,negative
03-01-07-02-02-02-03.wav,disgust,negative
03-01-08-01-01-01-03.wav,surprised,positive
03-01-08-01-01-02-03.wav,surprised,positive
03-01-08-01-02-01-03.wav,surprised,positive
03-01-08-01-02-02-03.wav,surprised,positive
03-01-08-02-01-01-03.wav,surprised,positive
03-01-08-02-01-02-03.wav,surprised,positive
03-01-08-02-02-01-03.wav,surprised,positive
03-01-08-02-02-02-03.wav,surprised,positive
03-01-01-01-01-01-04.wav,neutral,positive
03-01-01-01-01-02-04.wav,neutral,positive
03-01-01-01-02-01-04.wav,neutral,positive
03-01-01-01-02-02-04.wav,neutral,positive
03-01-02-01-01-01-04.wav,calm,positive
03-01-02-01-01-02-04.wav,calm,positive
03-01-02-01-02-01-04.wav,calm,positive
03-01-02-01-02-02-04.wav,calm,positive
03-01-02-02-01-01-04.wav,calm,positive
03-01-02-02-01-02-04.wav,calm,positive
03-01-02-02-02-01-04.wav,calm,positive
03-01-02-02-02-02-04.wav,calm,positive
03-01-03-01-01-01-04.wav,happy,positive
03-01-03-01-01-02-04.wav,happy,positive
03-01-03-01-02-01-04.wav,happy,positive
03-01-03-01-02-02-04.wav,happy,positive
03-01-03-02-01-01-04.wav,happy,positive
03-01-03-02-01-02-04.wav,happy,positive
03-01-03-02-02-01-04.wav,happy,positive
03-01-03-02-02-02-04.wav,happy,positive
03-01-04-01-01-01-04.wav,sad,negative
03-01-04-01-01-02-04.wav,sad,negative
03-01-04-01-02-01-04.wav,sad,negative
03-01-04-01-02-02-04.wav,sad,negative
03-01-04-02-01-01-04.wav,sad,negative
03-01-04-02-01-02-04.wav,sad,negative
03-01-04-02-02-01-04.wav,sad,negative
03-01-04-02-02-02-04.wav,sad,negative
03-01-05-01-01-01-04.wav,angry,negative
03-01-05-01-01-02-04.wav,angry,negative
03-01-05-01-02-01-04.wav,angry,negative
03-01-05-01-02-02-04.wav,angry,negative
03-01-05-02-01-01-04.wav,angry,negative
03-01-05-02-01-02-04.wav,angry,negative
03-01-05-02-02-01-04.wav,angry,negative
03-01-05-02-02-02-04.wav,angry,negative
03-01-06-01-01-01-04.wav,fearful,negative
03-01-06-01-01-02-04.wav,fearful,negative
03-01-06-01-02-01-04.wav,fearful,negative
03-01-06-01-02-02-04.wav,fearful,negative
03-01-06-02-01-01-04.wav,fearful,negative
03-01-06-02-01-02-04.wav,fearful,negative
03-01-06-02-02-01-04.wav,fearful,negative
03-01-06-02-02-02-04.wav,fearful,negative
03-01-07-01-01-01-04.wav,disgust,negative
03-01-07-01-01-02-04.wav,disgust,negative
03-01-07-01-02-01-04.wav,disgust,negative
03-01-07-01-02-02-04.wav,disgust,negative
03-01-07-02-01-01-04.wav,disgust,negative
03-01-07-02-01-02-04.wav,disgust,negative
03-01-07-02-02-01-04.wav,disgust,negative
03-01-07-02-02-02-04.wav,disgust,negative
03-01-08-01-01-01-04.wav,surprised,positive
03-01-08-01-01-02-04.wav,surprised,positive
03-01-08-01-02-01-04.wav,surprised,positive
03-01-08-01-02-02-04.wav,surprised,positive
03-01-08-02-01-01-04.wav,surprised,positive
03-01-08-02-01-02-04.wav,surprised,positive
03-01-08-02-02-01-04.wav,surprised,positive
03-01-08-02-02-02-04.wav,surprised,positive
03-01-01-01-01-01-05.wav,neutral,positive
03-01-01-01-01-02-05.wav,neutral,positive
03-01-01-01-02-01-05.wav,neutral,positive
03-01-01-01-02-02-05.wav,neutral,positive
03-01-02-01-01-01-05.wav,calm,positive
03-01-02-01-01-02-05.wav,calm,positive
03-01-02-01-02-01-05.wav,calm,positive
03-01-02-01-02-02-05.wav,calm,positive
03-01-02-02-01-01-05.wav,calm,positive
03-01-02-02-01-02-05.wav,calm,positive
03-01-02-02-02-01-05.wav,calm,positive
03-01-02-02-02-02-05.wav,calm,positive
03-01-03-01-01-01-05.wav,happy,positive
03-01-03-01-01-02-05.wav,happy,positive
03-01-03-01-02-01-05.wav,happy,positive
03-01-03-01-02-02-05.wav,happy,positive
03-01-03-02-01-01-05.wav,happy,positive
03-01-03-02-01-02-05.wav,happy,positive
03-01-03-02-02-01-05.wav,happy,positive
03-01-03-02-02-02-05.wav,happy,positive
03-01-04-01-01-01-05.wav,sad,negative
03-01-04-01-01-02-05.wav,sad,negative
03-01-04-01-02-01-05.wav,sad,negative
03-01-04-01-02-02-05.wav,sad,negative
03-01-04-02-01-01-05.wav,sad,negative
03-01-04-02-01-02-05.wav,sad,negative
03-01-04-02-02-01-05.wav,sad,negative
03-01-04-02-02-02-05.wav,sad,negative
03-01-05-01-01-01-05.wav,angry,negative
03-01-05-01-01-02-05.wav,angry,negative
03-01-05-01-02-01-05.wav,angry,negative
03-01-05-01-02-02-05.wav,angry,negative
03-01-05-02-01-01-05.wav,angry,negative
03-01-05-02-01-02-05.wav,angry,negative
03-01-05-02-02-01-05.wav,angry,negative
03-01-05-02-02-02-05.wav,angry,negative
03-01-06-01-01-01-05.wav,fearful,negative
03-01-06-01-01-02-05.wav,fearful,negative
03-01-06-01-02-01-05.wav,fearful,negative
03-01-06-01-02-02-05.wav,fearful,negative
03-01-06-02-01-01-05.wav,fearful,negative
03-01-06-02-01-02-05.wav,fearful,negative
03-01-06-02-02-01-05.wav,fearful,negative
03-01-06-02-02-02-05.wav,fearful,negative
03-01-07-01-01-01-05.wav,disgust,negative
03-01-07-01-01-02-05.wav,disgust,negative
03-01-07-01-02-01-05.wav,disgust,negative
03-01-07-01-02-02-05.wav,disgust,negative
03-01-07-02-01-01-05.wav,disgust,negative
03-01-07-02-01-02-05.wav,disgust,negative
03-01-07-02-02-01-05.wav,disgust,negative
03-01-07-02-02-02-05.wav,disgust,negative
03-01-08-01-01-01-05.wav,surprised,positive
03-01-08-01-01-02-05.wav,surprised,positive
03-01-08-01-02-01-05.wav,surprised,positive
03-01-08-01-02-02-05.wav,surprised,positive
03-01-08-02-01-01-05.wav,surprised,positive
03-01-08-02-01-02-05.wav,surprised,positive
03-01-08-02-02-01-05.wav,surprised,positive
03-01-08-02-02-02-05.wav,surprised,positive
03-01-01-01-01-01-06.wav,neutral,positive
03-01-01-01-01-02-06.wav,neutral,positive
03-01-01-01-02-01-06.wav,neutral,positive
03-01-01-01-02-02-06.wav,neutral,positive
03-01-02-01-01-01-06.wav,calm,positive
03-01-02-01-01-02-06.wav,calm,positive
03-01-02-01-02-01-06.wav,calm,positive
03-01-02-01-02-02-06.wav,calm,positive
03-01-02-02-01-01-06.wav,calm,positive
03-01-02-02-01-02-06.wav,calm,positive
03-01-02-02-02-01-06.wav,calm,positive
03-01-02-02-02-02-06.wav,calm,positive
03-01-03-01-01-01-06.wav,happy,positive
03-01-03-01-01-02-06.wav,happy,positive
03-01-03-01-02-01-06.wav,happy,positive
03-01-03-01-02-02-06.wav,happy,positive
03-01-03-02-01-01-06.wav,happy,positive
03-01-03-02-01-02-06.wav,happy,positive
03-01-03-02-02-01-06.wav,happy,positive
03-01-03-02-02-02-06.wav,happy,positive
03-01-04-01-01-01-06.wav,sad,negative
03-01-04-01-01-02-06.wav,sad,negative
03-01-04-01-02-01-06.wav,sad,negative
03-01-04-01-02-02-06.wav,sad,negative
03-01-04-02-01-01-06.wav,sad,negative
03-01-04-02-01-02-06.wav,sad,negative
03-01-04-02-02-01-06.wav,sad,negative
03-01-04-02-02-02-06.wav,sad,negative
03-01-05-01-01-01-06.wav,angry,negative
03-01-05-01-01-02-06.wav,angry,negative
03-01-05-01-02-01-06.wav,angry,negative
03-01-05-01-02-02-06.wav,angry,negative
03-01-05-02-01-01-06.wav,angry,negative
03-01-05-02-01-02-06.wav,angry,negative
03-01-05-02-02-01-06.wav,angry,negative
03-01-05-02-02-02-06.wav,angry,negative
03-01-06-01-01-01-06.wav,fearful,negative
03-01-06-01-01-02-06.wav,fearful,negative
03-01-06-01-02-01-06.wav,fearful,negative
03-01-06-01-02-02-06.wav,fearful,negative
03-01-06-02-01-01-06.wav,fearful,negative
03-01-06-02-01-02-06.wav,fearful,negative
03-01-06-02-02-01-06.wav,fearful,negative
03-01-06-02-02-02-06.wav,fearful,negative
03-01-07-01-01-01-06.wav,disgust,negative
03-01-07-01-01-02-06.wav,disgust,negative
03-01-07-01-02-01-06.wav,disgust,negative
03-01-07-01-02-02-06.wav,disgust,negative
03-01-07-02-01-01-06.wav,disgust,negative
03-01-07-02-01-02-06.wav,disgust,negative
03-01-07-02-02-01-06.wav,disgust,negative
03-01-07-02-02-02-06.wav,disgust,negative
03-01-08-01-01-01-06.wav,surprised,positive
03-01-08-01-01-02-06.wav,surprised,positive
03-01-08-01-02-01-06.wav,surprised,positive
03-01-08-01-02-02-06.wav,surprised,positive
03-01-08-02-01-01-06.wav,surprised,positive
03-01-08-02-01-02-06.wav,surprised,positive
03-01-08-02-02-01-06.wav,surprised,positive
03-01-08-02-02-02-06.wav,surprised,positive
03-01-01-01-01-01-07.wav,neutral,positive
03-01-01-01-01-02-07.wav,neutral,positive
03-01-01-01-02-01-07.wav,neutral,positive
03-01-01-01-02-02-07.wav,neutral,positive
03-01-02-01-01-01-07.wav,calm,positive
03-01-02-01-01-02-07.wav,calm,positive
03-01-02-01-02-01-07.wav,calm,positive
03-01-02-01-02-02-07.wav,calm,positive
03-01-02-02-01-01-07.wav,calm,positive
03-01-02-02-01-02-07.wav,calm,positive
03-01-02-02-02-01-07.wav,calm,positive
03-01-02-02-02-02-07.wav,calm,positive
03-01-03-01-01-01-07.wav,happy,positive
03-01-03-01-01-02-07.wav,happy,positive
03-01-03-01-02-01-07.wav,happy,positive
03-01-03-01-02-02-07.wav,happy,positive
03-01-03-02-01-01-07.wav,happy,positive
03-01-03-02-01-02-07.wav,happy,positive
03-01-03-02-02-01-07.wav,happy,positive
03-01-03-02-02-02-07.wav,happy,positive
03-01-04-01-01-01-07.wav,sad,negative
03-01-04-01-01-02-07.wav,sad,negative
03-01-04-01-02-01-07.wav,sad,negative
03-01-04-01-02-02-07.wav,sad,negative
03-01-04-02-01-01-07.wav,sad,negative
03-01-04-02-01-02-07.wav,sad,negative
03-01-04-02-02-01-07.wav,sad,negative
03-01-04-02-02-02-07.wav,sad,negative
03-01-05-01-01-01-07.wav,angry,negative
03-01-05-01-01-02-07.wav,angry,negative
03-01-05-01-02-01-07.wav,angry,negative
03-01-05-01-02-02-07.wav,angry,negative
03-01-05-02-01-01-07.wav,angry,negative
03-01-05-02-01-02-07.wav,angry,negative
03-01-05-02-02-01-07.wav,angry,negative
03-01-05-02-02-02-07.wav,angry,negative
03-01-06-01-01-01-07.wav,fearful,negative
03-01-06-01-01-02-07.wav,fearful,negative
03-01-06-01-02-01-07.wav,fearful,negative
03-01-06-01-02-02-07.wav,fearful,negative
03-01-06-02-01-01-07.wav,fearful,negative
03-01-06-02-01-02-07.wav,fearful,negative
03-01-06-02-02-01-07.wav,fearful,negative
03-01-06-02-02-02-07.wav,fearful,negative
03-01-07-01-01-01-07.wav,disgust,negative
03-01-07-01-01-02-07.wav,disgust,negative
03-01-07-01-02-01-07.wav,disgust,negative
03-01-07-01-02-02-07.wav,disgust,negative
03-01-07-02-01-01-07.wav,disgust,negative
03-01-07-02-01-02-07.wav,disgust,negative
03-01-07-02-02-01-07.wav,disgust,negative
03-01-07-02-02-02-07.wav,disgust,negative
03-01-08-01-01-01-07.wav,surprised,positive
03-01-08-01-01-02-07.wav,surprised,positive
03-01-08-01-02-01-07.wav,surprised,positive
03-01-08-01-02-02-07.wav,surprised,positive
03-01-08-02-01-01-07.wav,surprised,positive
03-01-08-02-01-02-07.wav,surprised,positive
03-01-08-02-02-01-07.wav,surprised,positive
03-01-08-02-02-02-07.wav,surprised,positive
03-01-01-01-01-01-08.wav,neutral,positive
03-01-01-01-01-02-08.wav,neutral,positive
03-01-01-01-02-01-08.wav,neutral,positive
03-01-01-01-02-02-08.wav,neutral,positive
03-01-02-01-01-01-08.wav,calm,positive
03-01-02-01-01-02-08.wav,calm,positive
03-01-02-01-02-01-08.wav,calm,positive
03-01-02-01-02-02-08.wav,calm,positive
03-01-02-02-01-01-08.wav,calm,positive
03-01-02-02-01-02-08.wav,calm,positive
03-01-02-02-02-01-08.wav,calm,positive
03-01-02-02-02-02-08.wav,calm,positive
03-01-03-01-01-01-08.wav,happy,positive
03-01-03-01-01-02-08.wav,happy,positive
03-01-03-01-02-01-08.wav,happy,positive
03-01-03-01-02-02-08.wav,happy,positive
03-01-03-02-01-01-08.wav,happy,positive
03-01-03-02-01-02-08.wav,happy,positive
03-01-03-02-02-01-08.wav,happy,positive
03-01-03-02-02-02-08.wav,happy,positive
03-01-04-01-01-01-08.wav,sad,negative
03-01-04-01-01-02-08.wav,sad,negative
03-01-04-01-02-01-08.wav,sad,negative
03-01-04-01-02-02-08.wav,sad,negative
03-01-04-02-01-01-08.wav,sad,negative
03-01-04-02-01-02-08.wav,sad,negative
03-01-04-02-02-01-08.wav,sad,negative
03-01-04-02-02-02-08.wav,sad,negative
03-01-05-01-01-01-08.wav,angry,negative
03-01-05-01-01-02-08.wav,angry,negative
03-01-05-01-02-01-08.wav,angry,negative
03-01-05-01-02-02-08.wav,angry,negative
03-01-05-02-01-01-08.wav,angry,negative
03-01-05-02-01-02-08.wav,angry,negative
03-01-05-02-02-01-08.wav,angry,negative
03-01-05-02-02-02-08.wav,angry,negative
03-01-06-01-01-01-08.wav,fearful,negative
03-01-06-01-01-02-08.wav,fearful,negative
03-01-06-01-02-01-08.wav,fearful,negative
03-01-06-01-02-02-08.wav,fearful,negative
03-01-06-02-01-01-08.wav,fearful,negative
03-01-06-02-01-02-08.wav,fearful,negative
03-01-06-02-02-01-08.wav,fearful,negative
03-01-06-02-02-02-08.wav,fearful,negative
03-01-07-01-01-01-08.wav,disgust,negative
03-01-07-01-01-02-08.wav,disgust,negative
03-01-07-01-02-01-08.wav,disgust,negative
03-01-07-01-02-02-08.wav,disgust,negative
03-01-07-02-01-01-08.wav,disgust,negative
03-01-07-02-01-02-08.wav,disgust,negative
03-01-07-02-02-01-08.wav,disgust,negative
03-01-07-02-02-02-08.wav,disgust,negative
03-01-08-01-01-01-08.wav,surprised,positive
03-01-08-01-01-02-08.wav,surprised,positive
03-01-08-01-02-01-08.wav,surprised,positive
03-01-08-01-02-02-08.wav,surprised,positive
03-01-08-02-01-01-08.wav,surprised,positive
03-01-08-02-01-02-08.wav,surprised,positive
03-01-08-02-02-01-08.wav,surprised,positive
03-01-08-02-02-02-08.wav,surprised,positive
03-01-01-01-01-01-09.wav,neutral,positive
03-01-01-01-01-02-09.wav,neutral,positive
03-01-01-01-02-01-09.wav,neutral,positive
03-01-01-01-02-02-09.wav,neutral,positive
03-01-02-01-01-01-09.wav,calm,positive
03-01-02-01-01-02-09.wav,calm,positive
03-01-02-01-02-01-09.wav,calm,positive
03-01-02-01-02-02-09.wav,calm,positive
03-01-02-02-01-01-09.wav,calm,positive
03-01-02-02-01-02-09.wav,calm,positive
03-01-02-02-02-01-09.wav,calm,positive
03-01-02-02-02-02-09.wav,calm,positive
03-01-03-01-01-01-09.wav,happy,positive
03-01-03-01-01-02-09.wav,happy,positive
03-01-03-01-02-01-09.wav,happy,positive
03-01-03-01-02-02-09.wav,happy,positive
03-01-03-02-01-01-09.wav,happy,positive
03-01-03-02-01-02-09.wav,happy,positive
03-01-03-02-02-01-09.wav,happy,positive
03-01-03-02-02-02-09.wav,happy,positive
03-01-04-01-01-01-09.wav,sad,negative
03-01-04-01-01-02-09.wav,sad,negative
03-01-04-01-02-01-09.wav,sad,negative
03-01-04-01-02-02-09.wav,sad,negative
03-01-04-02-01-01-09.wav,sad,negative
03-01-04-02-01-02-09.wav,sad,negative
03-01-04-02-02-01-09.wav,sad,negative
03-01-04-02-02-02-09.wav,sad,negative
03-01-05-01-01-01-09.wav,angry,negative
03-01-05-01-01-02-09.wav,angry,negative
03-01-05-01-02-01-09.wav,angry,negative
03-01-05-01-02-02-09.wav,angry,negative
03-01-05-02-01-01-09.wav,angry,negative
03-01-05-02-01-02-09.wav,angry,negative
03-01-05-02-02-01-09.wav,angry,negative
03-01-05-02-02-02-09.wav,angry,negative
03-01-06-01-01-01-09.wav,fearful,negative
03-01-06-01-01-02-09.wav,fearful,negative
03-01-06-01-02-01-09.wav,fearful,negative
03-01-06-01-02-02-09.wav,fearful,negative
03-01-06-02-01-01-09.wav,fearful,negative
03-01-06-02-01-02-09.wav,fearful,negative
03-01-06-02-02-01-09.wav,fearful,negative
03-01-06-02-02-02-09.wav,fearful,negative
03-01-07-01-01-01-09.wav,disgust,negative
03-01-07-01-01-02-09.wav,disgust,negative
03-01-07-01-02-01-09.wav,disgust,negative
03-01-07-01-02-02-09.wav,disgust,negative
03-01-07-02-01-01-09.wav,disgust,negative
03-01-07-02-01-02-09.wav,disgust,negative
03-01-07-02-02-01-09.wav,disgust,negative
03-01-07-02-02-02-09.wav,disgust,negative
03-01-08-01-01-01-09.wav,surprised,positive
03-01-08-01-01-02-09.wav,surprised,positive
03-01-08-01-02-01-09.wav,surprised,positive
03-01-08-01-02-02-09.wav,surprised,positive
03-01-08-02-01-01-09.wav,surprised,positive
03-01-08-02-01-02-09.wav,surprised,positive
03-01-08-02-02-01-09.wav,surprised,positive
03-01-08-02-02-02-09.wav,surprised,positive
03-01-01-01-01-01-10.wav,neutral,positive
03-01-01-01-01-02-10.wav,neutral,positive
03-01-01-01-02-01-10.wav,neutral,positive
03-01-01-01-02-02-10.wav,neutral,positive
03-01-02-01-01-01-10.wav,calm,positive
03-01-02-01-01-02-10.wav,calm,positive
03-01-02-01-02-01-10.wav,calm,positive
03-01-02-01-02-02-10.wav,calm,positive
03-01-02-02-01-01-10.wav,calm,positive
03-01-02-02-01-02-10.wav,calm,positive
03-01-02-02-02-01-10.wav,calm,positive
03-01-02-02-02-02-10.wav,calm,positive
03-01-03-01-01-01-10.wav,happy,positive
03-01-03-01-01-02-10.wav,happy,positive
03-01-03-01-02-01-10.wav,happy,positive
03-01-03-01-02-02-10.wav,happy,positive
03-01-03-02-01-01-10.wav,happy,positive
03-01-03-02-01-02-10.wav,happy,positive
03-01-03-02-02-01-10.wav,happy,positive
03-01-03-02-02-02-10.wav,happy,positive
03-01-04-01-01-01-10.wav,sad,negative
03-01-04-01-01-02-10.wav,sad,negative
03-01-04-01-02-01-10.wav,sad,negative
03-01-04-01-02-02-10.wav,sad,negative
03-01-04-02-01-01-10.wav,sad,negative
03-01-04-02-01-02-10.wav,sad,negative
03-01-04-02-02-01-10.wav,sad,negative
03-01-04-02-02-02-10.wav,sad,negative
03-01-05-01-01-01-10.wav,angry,negative
03-01-05-01-01-02-10.wav,angry,negative
03-01-05-01-02-01-10.wav,angry,negative
03-01-05-01-02-02-10.wav,angry,negative
03-01-05-02-01-01-10.wav,angry,negative
03-01-05-02-01-02-10.wav,angry,negative
03-01-05-02-02-01-10.wav,angry,negative
03-01-05-02-02-02-10.wav,angry,negative
03-01-06-01-01-01-10.wav,fearful,negative
03-01-06-01-01-02-10.wav,fearful,negative
03-01-06-01-02-01-10.wav,fearful,negative
03-01-06-01-02-02-10.wav,fearful,negative
03-01-06-02-01-01-10.wav,fearful,negative
03-01-06-02-01-02-10.wav,fearful,negative
03-01-06-02-02-01-10.wav,fearful,negative
03-01-06-02-02-02-10.wav,fearful,negative
03-01-07-01-01-01-10.wav,disgust,negative
03-01-07-01-01-02-10.wav,disgust,negative
03-01-07-01-02-01-10.wav,disgust,negative
03-01-07-01-02-02-10.wav,disgust,negative
03-01-07-02-01-01-10.wav,disgust,negative
03-01-07-02-01-02-10.wav,disgust,negative
03-01-07-02-02-01-10.wav,disgust,negative
03-01-07-02-02-02-10.wav,disgust,negative
03-01-08-01-01-01-10.wav,surprised,positive
03-01-08-01-01-02-10.wav,surprised,positive
03-01-08-01-02-01-10.wav,surprised,positive
